,,,,,0.1
,,,,,
Given Data,,,,,
DISTANCE (ft),SWATHWIDTH (ft),VRYIELDVOL (bu/acre),WetMass (lb),Moisture,Time
0.10618725,20,0,0,0,0.010618725
0.20461245,20,0,0,0,0.03107997
0.13899565,20,0,0,0,0.044979535
0.30303765,20,0,0,0,0.0752833
1.7794156,20,0,0,0,0.25322486
3.12455996,20,0,0,0,0.565680856
3.55106914,20,0,0,0,0.92078777
3.64949434,20,0,0,0,1.285737204
3.12455996,20,25.8643915,1552.117679,0,1.5981932
3.28860195,20,9.24574776,554.8357305,0,1.927053395
3.19017676,20,0,0,0,2.246071071
2.89490117,20,31.1471801,1869.136913,0,2.535561188
3.15736836,20,33.10254015,1986.477733,0,2.851298024
2.66524237,20,36.64555331,2199.093343,10.04,3.117822261
2.07469119,20,39.17076333,2350.630761,10.04,3.32529138
3.35421875,20,41.8122967,2509.148723,10.04,3.660713255
3.12455996,20,43.66385647,2620.260506,10.04,3.973169251
3.22298516,20,43.66385647,2620.260506,10.04,4.295467767
2.99332636,20,43.66385647,2620.260506,10.04,4.594800403
2.33715838,20,42.53422892,2552.471752,10.04,4.828516241
1.15605602,20,41.8122967,2509.148723,10.04,4.944121843
3.32141035,20,41.8122967,2509.148723,10.04,5.276262878
3.55106914,20,41.8122967,2509.148723,10.04,5.631369792
1.41852321,20,41.8122967,2509.148723,10.04,5.773222113
0.43427124,20,41.8122967,2509.148723,10.04,5.816649237
0.17180405,20,41.8122967,2509.148723,10.04,5.833829642
0.17180405,20,41.8122967,2509.148723,10.04,5.851010047
0.13899565,20,41.8122967,2509.148723,10.04,5.864909612
0.30303765,20,41.8122967,2509.148723,10.04,5.895213377
0.13899565,20,41.8122967,2509.148723,10.04,5.909112942
0.17180405,20,33.25029017,1995.344187,10.04,5.926293347
0.10618725,20,0,0,10.04,5.936912072
0.10618725,20,0,0,10.04,5.947530797
0.17180405,20,0,0,10.04,5.964711202
0.10618725,20,0,0,10.04,5.975329927
0.13899565,20,0,0,10.04,5.989229492
1.25448122,20,0,0,10.04,6.114677614
3.81353634,20,0,0,10.04,6.496031248
3.84634474,20,0,0,10.04,6.880665722
3.87915313,20,0,0,10.04,7.268581035
3.55106914,20,0,0,10.04,7.623687949
3.68230274,20,18.90468808,1134.467076,10.04,7.991918223
3.94476993,20,48.47814309,2909.165018,10.04,8.386395216
3.81353634,20,76.37359773,4583.166446,10.04,8.76774885
3.84634474,20,64.48864359,3869.952395,10.04,9.152383324
3.97757833,20,68.39587825,4104.424874,10.04,9.550141157
4.14162033,20,57.57258575,3454.920955,10.04,9.96430319
4.04319513,20,49.47491559,2968.981163,10.04,10.3686227
3.97757833,20,79.25875304,4756.304119,10.04,10.76638054
4.14162033,20,61.24332108,3675.20115,10.04,11.18054257
3.94476993,20,52.73772889,3164.782027,10.04,11.57501956
